O14561, 0.78164530, 0.26784200,-0.06106538, 0.24988368, 0.01800555, 0.15563020, 0.36475493, 0.36537018, 0.08646577,-0.18560952, 0.15273687
O14579,-1.75687413,-0.60862617, 0.32369413,-0.57959721,-1.10558443,-0.39353982,-0.45049476,-0.50679245, 0.01795547,-0.59637164,-0.45927813
O14579,0.11368060,0.12669624,0.34828089,0.09054726,0.06940380,0.07184478,0.07773482,0.04363640,0.12166915,0.06907715,0.06425576
O14602,-0.04786878, 0.19100027,-0.60126031,-0.19156177, 0.04241637,-0.02950528,-0.14828112, 0.02945463,-0.23565877, 0.10399240,-0.03239861
O14737,0.199444681,0.298126043,0.369416693,0.168547552,0.222536688,0.356487199,0.046659312,0.369373653,0.509931838,0.151773119,0.001368968
O14745,-0.5337897,-0.6733975,-1.0601420,-0.8525640,-0.4733537,-0.9294966,-0.6375493,-0.9112657,-0.8597365,-0.6415113,-0.9323899
O14776,-0.1903682,-0.4036821,-0.7519476,-0.7292415,-0.7772891,-0.4599262,-0.7125194,-0.7526153,-0.7008408,-0.6777752,-0.4628195
O14818,0.23061325,0.08973515,0.47108245,0.34225571,0.14480977,0.43765648,0.13385980,0.38165683,0.34883451,0.12989781,0.33644828
O14828,-0.01692866,-0.08153357,-0.50325248,-0.46182106, 0.56180619,-0.48052355,-0.47463351,-0.50329552,-0.40738612,-0.47859550,-0.48341689
O14880,-0.2630107,-0.2622609, 0.9555246, 0.3446456,-0.1482246, 0.1524088, 0.1582988, 0.4686480, 0.8660132, 0.4616973, 0.1495154
O14949,-0.53515180,-0.80285867,-0.26070383,-0.21402588,-0.76378194,-0.23272836,-0.73104278,-0.19178336,-0.08084123,-0.73500477,-0.73982616
O14974,-0.2718580,-0.3566769,-0.2533332,-0.2211308,-0.6002066,-0.2398333,-0.5044038,-0.4690133,-0.4682657,-0.5083658,-0.5131872
O14979, 0.4718267, 0.6063321, 0.4610803, 0.5223471, 0.6358382, 0.2351806, 0.1777291, 0.1800424,-0.5320311, 0.4006593, 0.5390155
O14980,0.4218555,0.2803768,0.5405398,0.4636309,0.3169180,0.4449284,0.3975836,0.4434082,0.5437608,0.4468565,0.4420351
O15127,-0.9470406,-0.9949956,-0.5746191,-0.9168783,-1.0497081,-0.9355808,-0.9296908,-1.0258245,-0.5141320,-0.9336528,-0.9384742
O15143, 0.53396170,-0.89071393, 0.62222826, 0.62621512,-0.86920473,-0.29204150,-0.28615146,-0.34257972,-0.09300968,-0.10570806,-0.11052944
O15145,-0.6158020,-0.5503955,-0.1429669,-0.4289048,-0.6699026,-0.7462000,-0.2948274,-0.4501601,-0.1163065,-0.2987894,-0.2886640
O15347, 0.3308936, 0.4054463,-1.8857647, 0.3428120, 0.4102410, 0.5194598, 0.3482434,-0.2957487,-0.5226817, 0.3442814, 0.1805974
O15355,-0.018450305,-0.019345746,-0.497120642,-0.008665788, 0.067046041,-0.199183701,-0.021478231,-0.128241377, 0.015166563,-0.025440221,-0.030261609
O15371,-0.5289106,-0.3186251,-0.3587373,-1.3149688,-0.6636665,-1.2835076,-0.7783452,-0.1148098,-0.3253745,-0.8094054, 0.1802852
O15372, 0.10492249, 0.06925412,-0.58469521, 0.13508473, 0.18998915, 0.57963903, 0.27116998,-0.21529927,-1.64816356,-0.50601916, 0.27456158
O15511,-0.3032594,-0.6205731,-0.2772365,-0.5621077,-0.3256099,-0.2917997,-0.5749201,-0.4580893,-0.5727190,-0.5788821,-0.5837035
O43143,-1.388361115, 0.172247443, 0.813582291, 0.583509266, 0.370539755, 0.009116381, 0.253594314, 0.519852175, 0.712930045, 0.105495297, 0.119080831
O43169,-0.80626694,-0.98601891, 0.01366562,-0.22073494,-0.85539753,-0.20305645,-0.25065604, 0.08687563, 0.07698067,-0.16433126,-0.79770053
O43175, 0.0797075,-0.6892912,-0.9741414,-0.7260356,-0.2124261,-0.7563038,-1.1157105,-1.0643836,-0.7396156,-1.0554268,-0.4234488
O43242,-0.000669172,-0.101109254,-0.051106828,-0.065653050,-0.012779471, 0.010790582,-0.078465493,-0.006193498,-0.053255164,-0.082427483,-0.087248871
O43252, 0.317124841,-0.013308555, 0.421117866,-0.004016366,-0.562178363, 0.236100774, 0.020715970, 0.012034810, 0.155098237, 0.016753979, 0.233207435
O43390, 0.38358090, 0.29980122, 0.03660863,-0.05576708, 0.52414020, 0.29263471, 0.29852475, 0.24785548, 0.25350686, 0.29456276, 0.28974138
O43390, 0.11132903, 0.15178650,-0.20093560,-0.02052897, 0.05306512,-0.03923145, 0.08477024, 0.07694866,-0.20408037,-0.03730340,-0.04212479
O43390,-0.2704119,-0.1974516,-0.3139751,-0.4756883,-0.3444734,-0.2671456,-0.3531772,-0.3483146,-0.2536075,-0.3000170,-0.2700389
O43390,0.24274243,0.68622713,0.72025014,0.28430252,0.02626027,0.83575916,0.73732425,0.46975305,0.08057965,0.47596254,0.48895637
O43395, 0.2249742, 0.2159756,-0.0148522,-0.2281764, 0.1294830,-0.2468788,-0.2409888,-0.2546441,-0.2196279,-0.2033569,-0.2081783
O43399,-0.3931675,-0.4930020, 0.2427298,-0.2704417,-0.5093265, 0.0148725,-0.6242187,-0.3411257, 0.1932860,-0.5643121,-0.2159486
O43516, 0.25264487, 0.43245928,-0.57506827, 0.11689533, 0.17337047, 0.09819285, 0.10408289, 0.20063097,-0.21948771, 0.36552323, 0.09529951
O43583,-0.5271232,-0.4710356,-0.5351693,-0.4605130,-0.5710804,-0.5156634,-0.4733254,-0.3463880,-0.4231815,-0.4772874,-0.4821088
O43665,1.565674,1.602555,1.837500,1.535988,1.374994,1.940439,1.523176,1.387773,1.594943,1.519214,1.514392
O43670,-0.5537471,-0.2157343,-0.4190565,-0.6768637,-0.5121114,-0.3737328,-0.5642473,-0.4190995,-0.4106737,-0.5682093,-0.6440064
O43684,-0.090571799, 0.061769300, 0.021445379,-1.204361587, 0.006809588,-0.005404818, 0.385280855, 0.258479308, 0.109623391,-0.003476769, 0.824565461
O43707,-0.374680061,-0.136121367, 0.039111937,-0.105033843,-1.120153849, 0.200471474,-0.118896134, 0.009151007, 0.324716081, 0.229726626,-0.127679512
O43707,-1.12704550,-1.52239430,-0.95984151,-0.79916595,-0.08613577,-0.84693197,-1.43470468,-1.84149106,-1.03823924,-1.63295465,-1.44348805
O43776,-0.92070531,-1.06475971,-0.02005957,-0.93881083,-0.06340216,-0.29058556,-0.04067530,-0.33823433,-0.77780918,-1.67078078,-0.96040665
O43776, 0.11136356,-0.06484310,-0.41721880, 0.05611871,-0.11753596, 0.08349172,-0.05100691,-0.15409313,-0.31339015, 0.01260655, 0.08059838
O43809, 0.034899438, 0.146657408, 0.089929671, 0.073960896,-0.029287984, 0.240468555, 0.191706316, 0.007574003, 0.082259357, 0.057186463, 0.293951402
O43837,-0.54118409,-0.45460986,-0.65386656,-0.40148072, 0.07245246,-0.42018320,-0.41429316,-0.41791158,-0.65674977,-0.41825515,-0.42307654
O43852,1.5868871,1.8322819,0.8320447,1.7065275,1.7247805,0.6530395,2.4530986,2.3272907,1.9190486,2.2504586,1.8376201
O43852, 1.2072289, 1.5296769, 0.5976932, 0.8801335, 0.9965235, 0.9136916, 0.4831433,-0.1834506, 0.6392474, 1.4308408, 0.8320154
O60264, 0.13369967, 0.14976173, 0.28424574, 0.32936999, 0.15987643, 0.14515943, 0.15104946,-0.01488325, 0.19761582, 0.14708747, 0.14226609
O60313,0.7603567,0.5403219,0.8579886,0.8119291,0.5059991,0.7932266,0.7991167,0.8579455,0.8968544,0.7951547,0.7903333
O60437, 0.33962310, 0.39967199, 0.50462156, 0.27100567,-0.31251499,-0.06820385, 0.35697290, 0.46658868, 0.21265395, 0.25423124, 0.34818952
O60506, 0.14026178, 0.23323125,-0.53586826,-0.21014378, 0.11411324,-0.20392014, 0.09334256,-0.18843773,-0.42378778,-0.09858501,-0.20681348
O60506,-0.02645228,-0.07691060,-0.77030796,-0.49749566, 0.14086613, 0.02659335,-0.38287598,-0.66080145,-0.76383713,-1.68952942,-0.24937559
O60568,0.25548179,0.95388193,0.56337763,0.40396525,0.50628193,0.57646121,0.29186517,1.19543824,0.08231671,0.23409396,0.52662965
O60664,-0.87136917,-0.84697213,-0.22548469,-0.73676329,-0.92189315,-0.63635591,-0.77434223,-0.84414882,-0.12292404,-1.09460602,-0.03668655
O60701,-0.51123350,-0.86715769,-0.40321830,-0.09673568,-0.83493339,-0.11543816,-0.10954812,-0.37504583, 0.00704058,-0.11351011,-0.13225688
O60711,-0.10719784,-0.11847405,-0.10514337,-0.07703560,-0.12906995,-0.09573808,-0.08984805,-0.10518641,-0.07061995,-0.09381003,-0.09863142
O60763,-0.8837139,-0.1820921, 0.9213036, 0.5237573, 0.3448433, 0.6515239, 0.2992936, 0.8451901, 0.9165026, 0.6534520, 0.6486306
O60832,-0.4104738,-0.7879602,-0.8394325,-0.6139654,-0.7060065,-0.6326678,-0.7215387,-0.4399173,-0.5500400,-0.2840594,-0.7303221
O60841, 0.44236136, 0.38628089, 0.31808249,-0.48018397, 0.25039697, 0.10786788, 0.43063731,-0.32681547,-1.84078428, 0.23384644, 0.03222821
O60869,-0.45637166,-0.52962240,-0.71611487,-1.05265965, 0.17258973,-0.53151986, 0.09516028,-0.15616611,-1.03696817, 0.45769727,-0.51788671
O75083,-0.90050499,-0.83431519, 0.11177538,-0.18796430,-0.89786617,-0.04515326,-0.29521802,-0.33445748,-0.07998975,-0.20473874,-0.30400140
O75347, 0.119636809,-0.671352679, 0.667766340, 0.142013148, 0.080523591, 0.517388430, 0.100924044,-0.007800118, 0.539500016, 0.125238715, 0.092140666
O75348,1.0340033,0.6338367,1.0298156,1.0454754,1.1211604,1.2853091,1.1124041,0.9425920,0.7858383,1.2793164,1.2824158
O75367,-1.1927650,-1.7920802, 1.1985525,-0.3713267,-1.5427604, 0.3253757, 1.1977716,-0.3208300, 1.0144552, 0.3458873, 0.1979253
O75367,-0.7709328,-0.7523106,-0.1765384,-0.7061600,-0.9442701,-0.8097902,-0.9218416,-0.7834072,-0.3049760,-0.7115573,-0.8126835
O75368,0.01534922,0.44087207,0.78810015,0.07797203,0.48215581,0.05926955,0.46245262,0.32951128,0.88886908,0.49475049,0.45366924
O75369,-0.36018526,-0.78079233,-0.04959762,-0.54244282,-1.08848554,-0.53495988,-0.97849645,-1.30460087, 0.19120491,-0.18459782,-0.53785322
O75369,-0.34000074,-0.18508159, 0.22168242,-0.04404773, 0.20290464,-0.02412949, 0.23582854, 0.26985492, 0.24504582, 0.14835630,-0.02702283
O75369,-0.2774001,-0.2104895, 0.6440581,-0.3280279,-0.2799711,-0.2659403,-1.1398535,-1.0680582, 0.2965092,-0.3448024,-0.4899293
O75369,-1.7720564,-1.3272949,-0.6582040,-0.6954720,-1.3373327, 0.4130092,-1.8099427,-1.1024323,-1.1417345,-0.7913853,-1.7651127
O75390, 0.3995122,-0.3880615, 1.1272746, 0.4630159,-0.1958425, 0.7055339, 1.0859540, 0.2962136, 0.8218844, 0.3602514, 0.4948485
O75396, 0.14039259, 0.33003716, 0.23763035, 0.10711185, 0.35334463,-0.45870555, 1.29691710, 1.22262659, 0.40178463, 0.46116680, 0.09890037
O75475,-0.02793055, 0.10519088, 0.06522252, 0.41418182, 0.17666906, 0.39547934, 0.40136938, 0.42075965, 0.05830018, 0.39740739, 0.39258600
O75477,0.2259777,0.5269587,0.3124670,0.3112487,0.4775865,0.2925463,0.2984363,0.3124240,0.3646970,0.2944743,0.2896529
O75489,0.03123245,0.32502544,0.25668911,0.19256386,0.23276253,0.17386138,0.17975142,0.25664607,0.37287953,0.17578943,0.17096804
O75494,-0.009642576,-0.002759260,-0.023785042, 0.020519661,-0.047711619, 0.001817179, 0.007707218,-0.023828082, 0.045094830, 0.003745228,-0.001076160
O75533, 0.06359025,-0.08888677,-0.08843560,-0.65290253,-0.20044581, 0.05545154, 0.08094004, 0.10387330, 0.10761694, 0.11259444, 0.07215666
O75534,-0.069017662,-0.048231209,-0.104884463,-0.093628522,-0.105321853,-0.057557907,-0.106440964, 0.100141749,-0.000377119,-0.110402955,-0.115224343
O75608,-0.04959366, 0.08617015, 0.08155513, 0.05822111,-0.16531415,-0.03787320, 0.04540867, 0.06200534, 0.13402424, 0.04144668, 0.03662529
O75643, 0.2506876, 0.3615852,-0.3451095, 0.2724029,-0.1437937,-0.1840562, 0.2177660, 0.1886859, 0.2632479, 0.2898556, 0.2089826
O75821,-0.63483919, 0.09756522,-0.49516147,-0.64805124,-0.55948780, 0.29843518,-0.10038372,-0.53516033,-0.81257839,-0.59138491,-1.70827673
O75822, 0.1463762,-0.2743491,-0.3397567,-0.1682331,-0.2165470,-0.1869356,-0.1810455,-0.4553374,-0.2264950,-0.1850075,-0.1898289
O75844, 0.060956912,-0.098944977, 0.025989833,-0.092667340,-0.008377821, 0.072416666,-0.208604595, 0.015505717, 0.132983437, 0.074344715, 0.069523327
O75874,-0.5551761,-0.4910876, 0.1043684, 0.3493501,-0.7346351,-0.2119982,-2.0175442,-0.7090709,-0.5120998,-0.4626402,-0.4714409
O75874,-1.45377485,-0.88369644, 0.07960464,-1.06927000,-0.88721119,-1.08797248,-1.08208244,-1.24178600,-0.72910310,-1.05000930,-0.77255833
O75937, 0.4423804, 0.4468766,-0.1060872, 0.3897846, 0.4307873, 0.3339367, 0.5396648, 0.1056948, 0.4810173, 0.5357029, 0.2981857
O75947,0.1349363,0.6932847,0.5400783,0.1377964,0.1420884,0.2355596,1.3456734,0.5755389,0.7058563,0.6606026,0.5524525
O75964,0.1778815,0.1537453,0.1832001,0.2080437,0.1592735,0.1893412,0.1952312,0.1831570,0.2015994,0.1912693,0.1864479
O76003,0.6427451,0.5265337,0.8959617,0.9061120,0.6517797,0.9357242,0.6117802,0.8950944,0.8437858,0.6078182,0.5791548
O76021,0.47817892,0.97713246,0.01183546,0.53791098,0.84813589,0.77724736,1.49032091,0.47064161,0.82174712,0.89418475,1.27865083
O76094, 0.10348739, 0.21483632,-0.44416734, 0.02738735, 0.17808510, 0.47617012, 0.47681337, 0.03204513,-0.58768321, 0.47809817, 0.11205380
O76096, 0.72542257, 0.92037136,-1.81602722,-0.39399958, 0.34057861,-0.08032186, 0.28472222,-0.32428578,-1.89382059,-0.41077402,-0.08321520
O94776,0.5452216,0.7103986,0.5050328,0.7856725,0.4813587,0.5566813,0.7728600,0.5380555,0.7582526,0.7688980,0.7640766
O94826, 0.19635911, 0.16198717, 0.41688363, 0.18797280,-0.08682508, 0.11374173, 0.14524051, 0.12132757, 0.24358804, 0.17119837, 0.28341382
O94905,-0.06511694,-0.30287944, 0.23556147,-0.31160345,-0.07856983,-0.05365719,-0.32441590,-0.30514525, 0.22525431,-0.32837789,-0.33319928
O94906,0.15411574,0.59287506,0.12730112,0.09607417,0.68131299,0.07737168,0.63690656,0.41420201,0.34091306,0.52939809,0.62812318
O95197,-1.0509771,-0.6108084,-0.9222729,-0.9061274,-0.4693620,-0.8387840,-0.8328940,-0.8291235,-0.9954309,-0.8368559,-0.8416773
O95202, 0.087992023,-0.045207566,-0.014478794, 0.017580304, 0.015076515, 0.099451778, 0.004767861,-0.057832287, 0.043186970, 0.000805871,-0.004015517
O95218,-0.2049901,-0.2303402,-0.1909466,-0.3394702,-0.2698514,-0.1935304,-0.2204659,-0.3680888,-0.3314011,-0.2244279,-0.2292493
O95232,0.6594110,0.7328883,0.5916002,0.7122298,0.3359293,0.9089173,0.6502087,0.7235065,0.7190537,0.6954553,0.6414253
O95292,-0.1244742, 0.5224818, 1.2517193, 1.0023395, 0.7434611, 0.6996140, 0.7661270, 1.0322911, 1.2427160, 0.9855651, 0.6967207
O95292,-0.5137735,-0.3747328, 0.0580519,-0.2495977,-0.4937461,-0.3795599,-0.2624101,-0.2267139,-0.2180541,-0.2663721,-0.2711935
O95336,0.20525507,0.81334389,0.03809636,0.08673243,0.11022082,0.15359616,0.37900605,0.37202809,0.32049352,0.35745451,0.37022267
O95373,0.5704309,0.4892551,0.7557330,0.7302236,0.4414662,0.4967061,0.5877807,0.4958964,0.4833406,0.5287870,0.7086278
O95433,-0.7231183,-0.7240509,-0.4722712,-0.6929561,-0.4515446,-0.7116586,-0.7057685,-0.4723142,-0.6761968,-0.7097305,-0.7145519
O95573,1.0818095,0.8383043,1.1908364,1.0623597,0.5406891,0.9127737,0.6284465,0.7497936,0.5917357,0.6244845,0.6196631
O95777,-0.007658088, 0.147906476,-0.553662398,-0.238933084, 0.079586571,-0.069489020, 0.109118487,-0.101690446,-0.366759434,-0.401809990,-0.072382358
O95793,-0.405171977,-0.051040475, 0.167510369,-0.131280557,-0.100000338,-0.157598138,-0.264590162,-0.005176861,-0.108126156,-0.395099979,-0.046707179
O95831, 0.7141566, 0.5286050,-0.4567224,-1.3088884,-0.1158714,-0.3533885,-0.3319893,-0.4202952, 0.7200021, 0.6692694,-0.3213477
O95881,1.3224625,1.2799845,1.0829828,0.9507496,1.0796226,1.2780858,1.1442598,1.4466378,1.1432377,1.1907193,1.1354764
O96019,-0.442375151,-0.576940136,-0.526032597,-1.204363819,-0.067643705,-0.001491749,-0.095586065,-0.791013907,-0.134356854,-0.200386902,-0.004385088
P00338,-0.5290711,-1.8338446,-0.3711741,-0.4532408,-0.8714168,-0.7409925,-1.6565524,-0.3002689,-0.1732870,-1.7122883,-1.0264977
P00367, 0.34813433, 0.13603989, 0.65331054,-0.15760749, 0.39822851,-1.20400449, 1.48151363, 1.19966302, 0.80991108, 0.05904028, 0.63863462
P00387,1.233221,1.351208,1.370408,1.088866,1.246372,1.102798,1.514009,1.344608,1.400395,1.246609,1.272007
P00403,0.5559410,0.4181397,0.4205351,0.5367440,0.2325011,0.1937879,0.4404892,0.4265873,0.2684683,0.4535926,0.4317058
P00492,-0.1083771,-0.2391114,-0.3115742,-0.2020030,-0.3101664,-0.2127025,-0.2596448,-0.3116173,-0.3281666,-0.1029922,-0.2155958
P00505, 1.0405294, 0.6619992, 1.0552414, 0.3287463, 0.4931066, 0.9486763,-0.3354176, 1.4165460, 1.2223417, 1.3098803, 1.4138455
P00558,-1.3112336,-2.0301757,-0.3444341,-1.7392802,-0.9988232,-2.3598799,-1.6772733,-1.1623892,-0.5925898,-1.8199432,-0.5716966
P01023,1.0280651,1.1814220,1.3271393,0.9383549,1.0555881,0.9713410,1.0580074,1.0739352,1.9879603,0.9598204,0.9739461
P01889,-0.9661454,-0.8824413,-0.1984312,-1.0137673,-1.6990751,-0.8576313,-0.9838207,-0.8491582,-0.5592841,-0.9026023,-1.0855184
P02545,-0.12453337, 0.08936446, 1.27483975, 0.80824563,-0.41591713, 0.56197049, 1.55840243, 1.50995182, 1.32731072, 0.75110497, 1.43731007
P02545, 0.02088381, 0.07485112, 1.51483404, 0.61205193,-0.39781068, 0.36680920, 0.93341534, 1.66241437, 1.32783559, 0.05771211, 0.75230967
P02786, 0.11268951, 0.53768886, 0.03100358, 0.15246432, 0.01786450,-0.14471078, 0.13003930, 0.16644999, 0.08675036, 0.13568989, 0.12125592
P04040,-0.3021884,-0.3373586,-0.2995609,-0.2720262,-0.3234875,-0.2907287,-0.2848386,-0.2996039,-0.2895045,-0.2888006,-0.2936220
P04075,-1.8157291,-1.6449985,-0.7018035,-1.4710076,-1.1668867,-0.8124654,-1.9338923,-0.1089850,-0.8385433,-1.6093102,-1.1786956
P04075,-1.4173589,-2.3309750,-1.0853309,-1.1875521,-1.3371384,-0.8494552,-2.1155346,-1.6508401,-1.2155413,-1.6637866,-1.3932618
P04080,-0.0959379, 0.6250486, 0.1348305, 0.3777297, 0.1215624, 0.5217657, 0.5389072, 0.4498782, 0.4485048, 0.3390786, 0.3933999
P04083,-1.5097184,-2.3825788,-0.1379072,-2.1189390,-1.6263543,-1.4982586,-2.1317515,-1.3778353,-1.3769839,-2.1357135,-2.1405348
P04179,-0.7502806,-0.7471681,-0.7202800,-0.7201183,-0.7442066,-0.7388208,-0.7329308,-0.7203231,-0.6993140,-0.7368928,-0.7417142
P04181,0.6693025,0.6929074,0.6268034,0.5747452,0.6490134,0.6098214,0.6292566,0.6744600,0.6169171,0.6292283,0.7013421
P04350,0.7636246,0.8785586,0.6249664,0.5190774,0.5687991,0.4815926,0.8085226,0.6107488,0.6197696,0.4899969,0.8120453
P04406,0.7695257,0.9267343,0.8197679,0.3787882,0.8777283,0.8127273,0.8746902,1.3751642,0.8232901,0.2996311,0.3206703
P04439, 0.38477248, 0.84979775,-0.08517131, 0.19796475, 0.50595598,-0.45712405, 0.07447364, 0.03863589,-0.18806152, 0.16783562,-0.02711568
P04792,-2.70547572,-2.53011141,-0.09508859,-0.69224240,-1.22637219, 0.07258829,-0.98139470,-0.88985454, 0.02045255,-1.43660228,-0.63966092
P04843, 0.25794363,-0.48385149, 0.91574399, 0.01864942, 0.02523495, 0.57228839, 0.17884991, 1.04778158, 0.86218280, 0.79476096, 0.12050424
P04844,-0.34264137,-0.53689383,-0.06908292,-0.66241833,-0.56617660,-0.38488079,-0.32529157,-0.07066235, 0.86332385, 0.07438482,-0.33407495
P04899,-1.3057501, 0.4721268,-0.4425259, 0.1319405,-0.1308349,-0.6691442,-0.5907773,-2.3871747, 0.5650881,-0.5947393,-0.5995607
P05023,-0.17732435, 0.33893472, 0.65974065, 0.52112992,-0.05224487, 0.23930477, 0.26143352,-0.61592318, 0.97076937, 0.28513271, 0.06184359
P05091,-0.54809177,-0.63779167, 0.02467884,-1.32314950,-1.61238585,-0.53663202, 0.02664950, 0.43143046, 0.41526311,-0.53470397, 1.04371803
P05091,-1.1271051,-1.2105705,-0.2723489,-1.0969429,-1.3720950,-1.1156454,-1.1097553,-1.1317473,-0.3520446,-1.1137173,-1.1185387
P05091,-1.813612,-1.742266,-1.321187,-1.383540,-1.966772,-1.402243,-2.017792,-1.942889,-1.440242,-1.400315,-1.405136
P05114, 0.09709054, 0.11475040,-0.11757914,-0.70649748,-0.17554061, 0.07337971, 0.06263830, 0.51973545,-0.01385368,-0.22207896, 0.18232295
P05141,-0.42613642,-0.57024953, 0.06454808, 0.46179573,-0.68826920, 0.06892790, 0.27497085,-0.21412895, 0.72002890, 0.06613362, 0.02798071
P05141, 0.3826698,-0.5250216, 1.1925312, 0.7510966,-0.2136388, 1.0527933, 0.9903521, 0.5908861, 1.0814896, 0.6153294, 0.6848614
P05161,-0.59403371,-0.70694112,-0.01254260,-0.68048990,-0.52942827,-0.58257396,-0.69330235,-0.01258564,-0.65908703,-0.69726434,-0.70208573
P05198,-0.08259010, 0.15890659,-0.06737945,-0.35662773,-0.78019440,-0.67732931,-0.06524030,-0.41872569,-0.20099610,-0.06920229, 0.13012631
P05204, 0.63752474, 0.69929380,-0.02305661, 0.22406205, 0.35965812, 0.24267632, 0.14933800,-0.12014229,-0.15957281, 0.16865084, 0.24026612
P05387,-0.50619476,-1.86520263,-1.08088315,-0.33678126,-0.77268174,-0.04579352, 0.21740648,-0.70315091,-1.17878510,-1.49718530,-1.30267417
P05388,-0.80074057,-1.09045566,-0.08603808,-0.95367192,-0.98605448,-0.97237440,-0.72389223,-0.21341184,-0.75974257,-1.32949203,-0.97526774
P05455,-0.6054956,-1.2219803,-1.6003330,-1.0143403,-0.2779924,-1.2144239,-0.9681203,-1.3948293,-2.7031509,-2.0732974,-1.2173172
P05556,-0.9694553,-0.9125751,-0.5450881,-0.9968482,-1.2832086,-1.2366601,-1.0096606,-1.0537120,-0.4400565,-1.0136226,-1.0184440
P06396,0.3866272,0.5465055,0.9547644,1.0359973,1.1650112,1.0312886,1.1558235,1.1026939,0.9459355,1.0525521,1.0283953
P06454,-1.4300291,-1.0452110,-0.4506917,-1.7418936,-1.6894450,-0.8725519,-1.7318800,-1.6629815,-0.5587088,-1.3412377,-1.3940841
P06493, 0.295105055,-0.025322832, 0.288524659,-0.005134825,-0.215950724, 0.205812718,-0.189412235,-0.238823949, 0.095121778,-0.070012414, 0.202919379
P06576, 0.5821792, 0.6709373, 0.3034606, 0.6725214,-0.6199122, 0.4268965, 1.2359290, 0.4181168, 1.0450321, 0.9363944, 0.6818727
